學年度,學校名稱,學制班別(日間),申請延長修業年限因素之學生人數-小計,申請延長修業年限因素之學生人數-因畢業學分未修滿因素,申請延長修業年限因素之學生人數-因未通過畢業門檻(條件)因素,申請延長修業年限因素之學生人數-因修讀雙主修因素,申請延長修業年限因素之學生人數-因修讀輔系因素,申請延長修業年限因素之學生人數-因修讀跨校學位因素,申請延長修業年限因素之學生人數-因出國學習因素,申請延長修業年限因素之學生人數-因修讀教育學程(學分學程)因素,申請延長修業年限因素之學生人數-其他因素
111,台北海洋學校財團法人台北海洋科技大學,五專,2,2,0,0,0,0,0,0,0
111,台北海洋學校財團法人台北海洋科技大學,學士班(日間),7,6,1,0,0,0,0,0,0
111,亞東學校財團法人亞東科技大學,學士班(日間),6,6,0,0,0,0,0,0,0
111,亞東學校財團法人亞東科技大學,學士班(日間),2,2,0,0,0,0,0,0,0
111,亞東學校財團法人亞東科技大學,學士班(日間),1,1,0,0,0,0,0,0,0
111,亞東學校財團法人亞東科技大學,學士班(日間),1,1,0,0,0,0,0,0,0
111,亞東學校財團法人亞東科技大學,學士班(日間),6,6,0,0,0,0,0,0,0
111,亞東學校財團法人亞東科技大學,學士班(日間),2,2,0,0,0,0,0,0,0
111,亞東學校財團法人亞東科技大學,學士班(日間),8,8,0,0,0,0,0,0,0
111,亞東學校財團法人亞東科技大學,學士班(日間),3,3,0,0,0,0,0,0,0
111,亞東學校財團法人亞東科技大學,學士班(日間),14,11,3,0,0,0,0,0,0
111,亞東學校財團法人亞東科技大學,學士班(日間),3,2,1,0,0,0,0,0,0
111,亞東學校財團法人亞東科技大學,學士班(日間),20,20,0,0,0,0,0,0,0
111,亞東學校財團法人亞東科技大學,學士班(日間),1,1,0,0,0,0,0,0,0
111,亞東學校財團法人亞東科技大學,學士班(日間),20,20,0,0,0,0,0,0,0
111,亞東學校財團法人亞東科技大學,學士班(日間),15,15,0,0,0,0,0,0,0
111,亞東學校財團法人亞東科技大學,學士班(日間),26,24,2,0,0,0,0,0,0
111,亞東學校財團法人亞東科技大學,學士班(日間),7,7,0,0,0,0,0,0,0
111,亞東學校財團法人亞東科技大學,學士班(日間),8,7,1,0,0,0,0,0,0
111,中信學校財團法人中信金融管理學院,學士班(日間),5,5,0,0,0,0,0,0,0
111,中信學校財團法人中信金融管理學院,學士班(日間),1,1,0,0,0,0,0,0,0
111,中信學校財團法人中信金融管理學院,學士班(日間),1,1,0,0,0,0,0,0,0
111,中信學校財團法人中信金融管理學院,學士班(日間),1,1,0,0,0,0,0,0,0
111,中信學校財團法人中信金融管理學院,學士班(日間),2,2,0,0,0,0,0,0,0
111,大漢技術學院,學士班(日間),2,2,0,0,0,0,0,0,0
111,大漢技術學院,學士班(日間),1,1,0,0,0,0,0,0,0
111,大漢技術學院,學士班(日間),1,1,0,0,0,0,0,0,0
111,大漢技術學院,學士班(日間),1,1,0,0,0,0,0,0,0
111,大漢技術學院,學士班(日間),3,3,0,0,0,0,0,0,0
111,大漢技術學院,學士班(日間),4,4,0,0,0,0,0,0,0
111,和春技術學院,學士班(日間),1,1,0,0,0,0,0,0,0
111,和春技術學院,五專,1,1,0,0,0,0,0,0,0
111,和春技術學院,學士班(日間),2,2,0,0,0,0,0,0,0
111,和春技術學院,學士班(日間),1,1,0,0,0,0,0,0,0
111,和春技術學院,學士班(日間),1,1,0,0,0,0,0,0,0
111,南亞科技學校財團法人南亞技術學院,學士班(日間),5,5,0,0,0,0,0,0,0
111,南亞科技學校財團法人南亞技術學院,學士班(日間),1,1,0,0,0,0,0,0,0
111,南亞科技學校財團法人南亞技術學院,五專,3,3,0,0,0,0,0,0,0
111,南亞科技學校財團法人南亞技術學院,學士班(日間),5,4,1,0,0,0,0,0,0
111,南亞科技學校財團法人南亞技術學院,學士班(日間),3,3,0,0,0,0,0,0,0
111,南亞科技學校財團法人南亞技術學院,學士班(日間),5,5,0,0,0,0,0,0,0
111,南亞科技學校財團法人南亞技術學院,學士班(日間),1,1,0,0,0,0,0,0,0
111,南亞科技學校財團法人南亞技術學院,學士班(日間),3,2,1,0,0,0,0,0,0
111,南亞科技學校財團法人南亞技術學院,學士班(日間),10,9,1,0,0,0,0,0,0
111,南亞科技學校財團法人南亞技術學院,五專,4,4,0,0,0,0,0,0,0
111,南亞科技學校財團法人南亞技術學院,學士班(日間),1,1,0,0,0,0,0,0,0
111,南亞科技學校財團法人南亞技術學院,學士班(日間),10,10,0,0,0,0,0,0,0
111,南亞科技學校財團法人南亞技術學院,學士班(日間),4,4,0,0,0,0,0,0,0
111,南亞科技學校財團法人南亞技術學院,五專,1,1,0,0,0,0,0,0,0
111,南亞科技學校財團法人南亞技術學院,學士班(日間),6,5,1,0,0,0,0,0,0
111,南亞科技學校財團法人南亞技術學院,學士班(日間),4,2,2,0,0,0,0,0,0
111,南亞科技學校財團法人南亞技術學院,學士班(日間),6,4,2,0,0,0,0,0,0
111,南亞科技學校財團法人南亞技術學院,學士班(日間),3,3,0,0,0,0,0,0,0
111,南亞科技學校財團法人南亞技術學院,學士班(日間),2,2,0,0,0,0,0,0,0
111,黎明技術學院,學士班(日間),9,9,0,0,0,0,0,0,0
111,黎明技術學院,學士班(日間),12,12,0,0,0,0,0,0,0
111,黎明技術學院,學士班(日間),3,3,0,0,0,0,0,0,0
111,黎明技術學院,學士班(日間),1,1,0,0,0,0,0,0,0
111,黎明技術學院,學士班(日間),3,3,0,0,0,0,0,0,0
111,黎明技術學院,學士班(日間),4,4,0,0,0,0,0,0,0
111,黎明技術學院,學士班(日間),1,1,0,0,0,0,0,0,0
111,黎明技術學院,學士班(日間),2,1,1,0,0,0,0,0,0
111,黎明技術學院,學士班(日間),37,33,4,0,0,0,0,0,0
111,黎明技術學院,學士班(日間),31,30,1,0,0,0,0,0,0
111,黎明技術學院,學士班(日間),4,4,0,0,0,0,0,0,0
111,黎明技術學院,學士班(日間),4,2,2,0,0,0,0,0,0
111,黎明技術學院,學士班(日間),3,3,0,0,0,0,0,0,0
111,黎明技術學院,學士班(日間),2,2,0,0,0,0,0,0,0
111,黎明技術學院,學士班(日間),23,15,8,0,0,0,0,0,0
111,黎明技術學院,學士班(日間),1,1,0,0,0,0,0,0,0
111,黎明技術學院,五專,6,6,0,0,0,0,0,0,0
111,黎明技術學院,五專,2,2,0,0,0,0,0,0,0
111,黎明技術學院,學士班(日間),7,2,5,0,0,0,0,0,0
111,黎明技術學院,學士班(日間),1,1,0,0,0,0,0,0,0
111,黎明技術學院,五專,2,1,1,0,0,0,0,0,0
111,黎明技術學院,學士班(日間),6,6,0,0,0,0,0,0,0
111,黎明技術學院,學士班(日間),1,1,0,0,0,0,0,0,0
111,黎明技術學院,五專,1,1,0,0,0,0,0,0,0
111,黎明技術學院,學士班(日間),9,9,0,0,0,0,0,0,0
111,黎明技術學院,學士班(日間),1,0,1,0,0,0,0,0,0
111,黎明技術學院,學士班(日間),13,13,0,0,0,0,0,0,0
111,黎明技術學院,學士班(日間),4,4,0,0,0,0,0,0,0
111,黎明技術學院,學士班(日間),8,7,1,0,0,0,0,0,0
111,黎明技術學院,學士班(日間),14,12,2,0,0,0,0,0,0
111,黎明技術學院,學士班(日間),4,4,0,0,0,0,0,0,0
111,黎明技術學院,學士班(日間),1,1,0,0,0,0,0,0,0
111,黎明技術學院,學士班(日間),5,4,1,0,0,0,0,0,0
111,德育學校財團法人德育護理健康學院,學士班(日間),3,3,0,0,0,0,0,0,0
111,德育學校財團法人德育護理健康學院,學士班(日間),2,2,0,0,0,0,0,0,0
111,德育學校財團法人德育護理健康學院,學士班(日間),1,1,0,0,0,0,0,0,0
111,德育學校財團法人德育護理健康學院,學士班(日間),2,2,0,0,0,0,0,0,0
111,德育學校財團法人德育護理健康學院,學士班(日間),6,6,0,0,0,0,0,0,0
111,德育學校財團法人德育護理健康學院,學士班(日間),9,9,0,0,0,0,0,0,0
111,德育學校財團法人德育護理健康學院,學士班(日間),28,28,0,0,0,0,0,0,0
111,德育學校財團法人德育護理健康學院,五專,4,4,0,0,0,0,0,0,0
111,德育學校財團法人德育護理健康學院,五專,31,31,0,0,0,0,0,0,0
111,德育學校財團法人德育護理健康學院,學士班(日間),6,4,2,0,0,0,0,0,0
111,德育學校財團法人德育護理健康學院,學士班(日間),7,7,0,0,0,0,0,0,0
111,德育學校財團法人德育護理健康學院,五專,2,2,0,0,0,0,0,0,0
111,德育學校財團法人德育護理健康學院,五專,6,6,0,0,0,0,0,0,0
111,德育學校財團法人德育護理健康學院,學士班(日間),4,4,0,0,0,0,0,0,0
111,德育學校財團法人德育護理健康學院,五專,1,1,0,0,0,0,0,0,0
111,德育學校財團法人德育護理健康學院,學士班(日間),3,3,0,0,0,0,0,0,0
111,德育學校財團法人德育護理健康學院,學士班(日間),1,1,0,0,0,0,0,0,0
111,德育學校財團法人德育護理健康學院,學士班(日間),1,1,0,0,0,0,0,0,0
111,德育學校財團法人德育護理健康學院,學士班(日間),27,24,3,0,0,0,0,0,0
111,德育學校財團法人德育護理健康學院,學士班(日間),15,12,3,0,0,0,0,0,0
111,德育學校財團法人德育護理健康學院,五專,2,2,0,0,0,0,0,0,0
111,德育學校財團法人德育護理健康學院,五專,6,5,1,0,0,0,0,0,0
111,德育學校財團法人德育護理健康學院,學士班(日間),7,7,0,0,0,0,0,0,0
111,德育學校財團法人德育護理健康學院,學士班(日間),4,4,0,0,0,0,0,0,0
111,大同技術學院,學士班(日間),2,2,0,0,0,0,0,0,0
111,大同技術學院,學士班(日間),5,5,0,0,0,0,0,0,0
111,大同技術學院,學士班(日間),1,1,0,0,0,0,0,0,0
111,大同技術學院,學士班(日間),4,4,0,0,0,0,0,0,0
111,大同技術學院,學士班(日間),6,6,0,0,0,0,0,0,0
111,大同技術學院,五專,2,2,0,0,0,0,0,0,0
111,大同技術學院,五專,1,1,0,0,0,0,0,0,0
111,大同技術學院,學士班(日間),7,7,0,0,0,0,0,0,0
111,大同技術學院,學士班(日間),6,6,0,0,0,0,0,0,0
111,大同技術學院,學士班(日間),1,1,0,0,0,0,0,0,0
111,大同技術學院,學士班(日間),1,1,0,0,0,0,0,0,0
111,大同技術學院,學士班(日間),1,1,0,0,0,0,0,0,0
111,馬偕學校財團法人馬偕醫學院,學士班(日間),4,4,0,0,0,0,0,0,0
111,馬偕學校財團法人馬偕醫學院,學士班(日間),1,1,0,0,0,0,0,0,0
111,馬偕學校財團法人馬偕醫學院,學士班(日間),2,2,0,0,0,0,0,0,0
111,馬偕學校財團法人馬偕醫學院,學士班(日間),3,3,0,0,0,0,0,0,0
111,法鼓學校財團法人法鼓文理學院,學士班(日間),2,2,0,0,0,0,0,0,0
111,馬偕學校財團法人馬偕醫護管理專科學校,五專,6,5,1,0,0,0,0,0,0
111,馬偕學校財團法人馬偕醫護管理專科學校,五專,14,14,0,0,0,0,0,0,0
111,馬偕學校財團法人馬偕醫護管理專科學校,五專,10,10,0,0,0,0,0,0,0
111,馬偕學校財團法人馬偕醫護管理專科學校,五專,9,9,0,0,0,0,0,0,0
111,馬偕學校財團法人馬偕醫護管理專科學校,五專,3,3,0,0,0,0,0,0,0
111,馬偕學校財團法人馬偕醫護管理專科學校,五專,21,21,0,0,0,0,0,0,0
111,馬偕學校財團法人馬偕醫護管理專科學校,五專,2,1,1,0,0,0,0,0,0
111,馬偕學校財團法人馬偕醫護管理專科學校,五專,30,28,2,0,0,0,0,0,0
111,馬偕學校財團法人馬偕醫護管理專科學校,五專,8,7,1,0,0,0,0,0,0
111,馬偕學校財團法人馬偕醫護管理專科學校,五專,6,6,0,0,0,0,0,0,0
111,仁德醫護管理專科學校,五專,1,1,0,0,0,0,0,0,0
111,仁德醫護管理專科學校,五專,9,9,0,0,0,0,0,0,0
111,仁德醫護管理專科學校,五專,20,20,0,0,0,0,0,0,0
111,仁德醫護管理專科學校,五專,100,100,0,0,0,0,0,0,0
111,仁德醫護管理專科學校,五專,7,7,0,0,0,0,0,0,0
111,仁德醫護管理專科學校,五專,15,15,0,0,0,0,0,0,0
111,仁德醫護管理專科學校,五專,4,4,0,0,0,0,0,0,0
111,仁德醫護管理專科學校,五專,16,16,0,0,0,0,0,0,0
111,仁德醫護管理專科學校,五專,41,41,0,0,0,0,0,0,0
111,仁德醫護管理專科學校,五專,40,40,0,0,0,0,0,0,0
111,仁德醫護管理專科學校,五專,8,8,0,0,0,0,0,0,0
111,仁德醫護管理專科學校,五專,32,32,0,0,0,0,0,0,0
111,仁德醫護管理專科學校,五專,2,2,0,0,0,0,0,0,0
111,仁德醫護管理專科學校,五專,5,5,0,0,0,0,0,0,0
111,仁德醫護管理專科學校,五專,2,2,0,0,0,0,0,0,0
111,仁德醫護管理專科學校,五專,3,3,0,0,0,0,0,0,0
111,仁德醫護管理專科學校,五專,15,15,0,0,0,0,0,0,0
111,仁德醫護管理專科學校,五專,8,8,0,0,0,0,0,0,0
111,仁德醫護管理專科學校,五專,20,20,0,0,0,0,0,0,0
111,仁德醫護管理專科學校,五專,9,9,0,0,0,0,0,0,0
111,仁德醫護管理專科學校,五專,8,8,0,0,0,0,0,0,0
111,仁德醫護管理專科學校,五專,4,4,0,0,0,0,0,0,0
111,樹人醫護管理專科學校,五專,1,1,0,0,0,0,0,0,0
111,樹人醫護管理專科學校,五專,2,1,1,0,0,0,0,0,0
111,樹人醫護管理專科學校,五專,2,2,0,0,0,0,0,0,0
111,樹人醫護管理專科學校,五專,5,3,2,0,0,0,0,0,0
111,樹人醫護管理專科學校,五專,3,3,0,0,0,0,0,0,0
111,樹人醫護管理專科學校,五專,13,13,0,0,0,0,0,0,0
111,樹人醫護管理專科學校,五專,3,3,0,0,0,0,0,0,0
111,樹人醫護管理專科學校,五專,3,3,0,0,0,0,0,0,0
111,樹人醫護管理專科學校,五專,3,3,0,0,0,0,0,0,0
111,樹人醫護管理專科學校,五專,10,10,0,0,0,0,0,0,0
111,樹人醫護管理專科學校,五專,53,53,0,0,0,0,0,0,0
111,樹人醫護管理專科學校,五專,5,5,0,0,0,0,0,0,0
111,樹人醫護管理專科學校,五專,12,12,0,0,0,0,0,0,0
111,樹人醫護管理專科學校,五專,8,8,0,0,0,0,0,0,0
111,樹人醫護管理專科學校,五專,9,9,0,0,0,0,0,0,0
111,樹人醫護管理專科學校,五專,18,18,0,0,0,0,0,0,0
111,樹人醫護管理專科學校,五專,11,11,0,0,0,0,0,0,0
111,樹人醫護管理專科學校,五專,4,4,0,0,0,0,0,0,0
111,樹人醫護管理專科學校,五專,21,21,0,0,0,0,0,0,0
111,樹人醫護管理專科學校,五專,9,9,0,0,0,0,0,0,0
111,樹人醫護管理專科學校,五專,1,1,0,0,0,0,0,0,0
111,樹人醫護管理專科學校,五專,7,7,0,0,0,0,0,0,0
111,慈惠醫護管理專科學校,五專,1,1,0,0,0,0,0,0,0
111,慈惠醫護管理專科學校,五專,8,8,0,0,0,0,0,0,0
111,慈惠醫護管理專科學校,五專,77,77,0,0,0,0,0,0,0
111,慈惠醫護管理專科學校,五專,8,8,0,0,0,0,0,0,0
111,慈惠醫護管理專科學校,五專,21,21,0,0,0,0,0,0,0
111,慈惠醫護管理專科學校,五專,40,40,0,0,0,0,0,0,0
111,慈惠醫護管理專科學校,二專(日間),7,7,0,0,0,0,0,0,0
111,慈惠醫護管理專科學校,五專,13,13,0,0,0,0,0,0,0
111,慈惠醫護管理專科學校,五專,4,4,0,0,0,0,0,0,0
111,慈惠醫護管理專科學校,二專(日間),4,4,0,0,0,0,0,0,0
111,慈惠醫護管理專科學校,五專,2,2,0,0,0,0,0,0,0
111,慈惠醫護管理專科學校,五專,6,6,0,0,0,0,0,0,0
111,慈惠醫護管理專科學校,二專(日間),1,1,0,0,0,0,0,0,0
111,慈惠醫護管理專科學校,五專,2,2,0,0,0,0,0,0,0
111,慈惠醫護管理專科學校,五專,2,2,0,0,0,0,0,0,0
111,耕莘健康管理專科學校,五專,4,4,0,0,0,0,0,0,0
111,耕莘健康管理專科學校,五專,1,0,1,0,0,0,0,0,0
111,耕莘健康管理專科學校,五專,5,5,0,0,0,0,0,0,0
111,耕莘健康管理專科學校,五專,18,18,0,0,0,0,0,0,0
111,耕莘健康管理專科學校,五專,161,159,2,0,0,0,0,0,0
111,耕莘健康管理專科學校,五專,1,1,0,0,0,0,0,0,0
111,耕莘健康管理專科學校,五專,21,15,6,0,0,0,0,0,0
111,耕莘健康管理專科學校,五專,24,18,6,0,0,0,0,0,0
111,耕莘健康管理專科學校,五專,12,11,1,0,0,0,0,0,0
111,耕莘健康管理專科學校,五專,12,9,3,0,0,0,0,0,0
111,敏惠醫護管理專科學校,五專,8,8,0,0,0,0,0,0,0
111,敏惠醫護管理專科學校,五專,21,21,0,0,0,0,0,0,0
111,敏惠醫護管理專科學校,五專,13,13,0,0,0,0,0,0,0
111,敏惠醫護管理專科學校,五專,65,65,0,0,0,0,0,0,0
111,敏惠醫護管理專科學校,五專,1,1,0,0,0,0,0,0,0
111,敏惠醫護管理專科學校,五專,4,4,0,0,0,0,0,0,0
111,敏惠醫護管理專科學校,五專,19,19,0,0,0,0,0,0,0
111,敏惠醫護管理專科學校,五專,19,19,0,0,0,0,0,0,0
111,育英醫護管理專科學校,五專,4,4,0,0,0,0,0,0,0
111,育英醫護管理專科學校,五專,23,23,0,0,0,0,0,0,0
111,育英醫護管理專科學校,五專,7,7,0,0,0,0,0,0,0
111,育英醫護管理專科學校,五專,30,30,0,0,0,0,0,0,0
111,育英醫護管理專科學校,五專,25,25,0,0,0,0,0,0,0
111,聖母醫護管理專科學校,五專,6,6,0,0,0,0,0,0,0
111,聖母醫護管理專科學校,五專,35,35,0,0,0,0,0,0,0
111,聖母醫護管理專科學校,五專,1,1,0,0,0,0,0,0,0
111,聖母醫護管理專科學校,五專,1,1,0,0,0,0,0,0,0
111,聖母醫護管理專科學校,五專,3,3,0,0,0,0,0,0,0
111,新生醫護管理專科學校,五專,6,4,0,0,0,0,0,0,2
111,新生醫護管理專科學校,五專,11,10,0,0,0,0,0,0,1
111,新生醫護管理專科學校,五專,78,70,0,0,0,0,0,0,8
111,新生醫護管理專科學校,五專,3,2,0,0,0,0,0,0,1
111,新生醫護管理專科學校,五專,16,13,0,0,0,0,0,0,3
111,新生醫護管理專科學校,五專,2,2,0,0,0,0,0,0,0
111,新生醫護管理專科學校,五專,6,5,0,0,0,0,0,0,1
111,新生醫護管理專科學校,五專,2,2,0,0,0,0,0,0,0
111,新生醫護管理專科學校,五專,5,2,0,0,0,0,0,0,3
111,新生醫護管理專科學校,五專,5,0,0,0,0,0,0,0,5
111,新生醫護管理專科學校,五專,5,4,0,0,0,0,0,0,1
111,崇仁醫護管理專科學校,五專,1,1,0,0,0,0,0,0,0
111,崇仁醫護管理專科學校,五專,3,3,0,0,0,0,0,0,0
111,崇仁醫護管理專科學校,五專,2,2,0,0,0,0,0,0,0
111,崇仁醫護管理專科學校,五專,20,20,0,0,0,0,0,0,0
111,崇仁醫護管理專科學校,五專,1,1,0,0,0,0,0,0,0
111,崇仁醫護管理專科學校,五專,1,1,0,0,0,0,0,0,0
111,崇仁醫護管理專科學校,五專,8,8,0,0,0,0,0,0,0
111,崇仁醫護管理專科學校,五專,10,10,0,0,0,0,0,0,0
111,崇仁醫護管理專科學校,五專,9,9,0,0,0,0,0,0,0
111,臺北基督學院,學士班(日間),2,2,0,0,0,0,0,0,0
111,臺北基督學院,學士班(日間),1,1,0,0,0,0,0,0,0
111,財團法人一貫道天皇基金會一貫道天皇學院,學士班(日間),2,2,0,0,0,0,0,0,0
111,臺北市立大學,學士班(日間),2,0,0,1,0,0,1,0,0
111,臺北市立大學,學士班(日間),8,2,0,3,0,0,0,3,0
111,臺北市立大學,學士班(日間),1,0,0,0,0,0,0,1,0
111,臺北市立大學,學士班(日間),6,0,0,1,2,0,0,3,0
111,臺北市立大學,學士班(日間),4,3,0,0,0,0,0,1,0
111,臺北市立大學,學士班(日間),7,5,1,1,0,0,0,0,0
111,臺北市立大學,學士班(日間),2,1,0,0,0,0,0,1,0
111,臺北市立大學,學士班(日間),9,2,0,1,1,0,0,5,0
111,臺北市立大學,學士班(日間),3,1,0,0,0,0,0,2,0
111,臺北市立大學,學士班(日間),3,1,0,0,0,0,0,2,0
111,臺北市立大學,學士班(日間),9,7,0,1,0,0,0,1,0
111,臺北市立大學,學士班(日間),10,8,0,0,0,0,0,2,0
111,臺北市立大學,學士班(日間),1,0,0,0,0,0,0,1,0
111,臺北市立大學,學士班(日間),7,2,0,1,1,0,2,1,0
111,臺北市立大學,學士班(日間),3,2,0,0,0,0,0,1,0
111,臺北市立大學,學士班(日間),6,4,1,0,0,0,1,0,0
111,臺北市立大學,學士班(日間),4,4,0,0,0,0,0,0,0
111,臺北市立大學,學士班(日間),8,4,0,0,0,0,1,3,0
111,臺北市立大學,學士班(日間),1,0,0,0,1,0,0,0,0
111,臺北市立大學,學士班(日間),1,0,0,0,0,0,0,1,0
111,臺北市立大學,學士班(日間),5,4,0,0,0,0,0,1,0
111,臺北市立大學,學士班(日間),7,7,0,0,0,0,0,0,0
111,臺北市立大學,學士班(日間),5,5,0,0,0,0,0,0,0
111,臺北市立大學,學士班(日間),5,2,0,0,0,0,0,3,0
111,臺北市立大學,學士班(日間),4,3,0,0,0,0,1,0,0
111,臺北市立大學,學士班(日間),2,1,0,1,0,0,0,0,0
111,臺北市立大學,學士班(日間),1,1,0,0,0,0,0,0,0
111,臺北市立大學,學士班(日間),3,0,0,1,0,0,2,0,0
111,臺北市立大學,學士班(日間),3,1,1,1,0,0,0,0,0
111,臺北市立大學,學士班(日間),4,4,0,0,0,0,0,0,0
111,臺北市立大學,學士班(日間),1,1,0,0,0,0,0,0,0
111,臺北市立大學,學士班(日間),14,12,0,1,0,0,0,1,0
111,臺北市立大學,學士班(日間),3,3,0,0,0,0,0,0,0
111,臺北市立大學,學士班(日間),13,12,0,0,0,0,0,1,0
111,臺北市立大學,學士班(日間),2,0,0,1,1,0,0,0,0
111,臺北市立大學,學士班(日間),5,5,0,0,0,0,0,0,0
111,臺北市立大學,學士班(日間),4,4,0,0,0,0,0,0,0
111,臺北市立大學,學士班(日間),32,26,4,0,0,0,0,2,0
111,臺北市立大學,學士班(日間),12,11,1,0,0,0,0,0,0
111,臺北市立大學,學士班(日間),9,5,2,1,0,0,0,1,0
111,臺北市立大學,學士班(日間),4,2,1,0,0,0,0,1,0
111,臺北市立大學,學士班(日間),3,3,0,0,0,0,0,0,0
111,臺北市立大學,學士班(日間),4,1,0,2,0,0,1,0,0
111,臺北市立大學,學士班(日間),10,4,6,0,0,0,0,0,0
111,臺北市立大學,學士班(日間),2,1,1,0,0,0,0,0,0
111,臺北市立大學,學士班(日間),7,5,1,0,0,0,1,0,0
111,臺北市立大學,學士班(日間),5,2,0,0,0,0,2,1,0
111,臺北市立大學,學士班(日間),11,7,4,0,0,0,0,0,0
111,臺北市立大學,學士班(日間),2,1,0,1,0,0,0,0,0
112,國立政治大學,學士班(日間),7,2,0,2,2,0,1,0,0
112,國立政治大學,學士班(日間),11,3,0,4,3,0,0,1,0
112,國立政治大學,學士班(日間),7,2,0,3,1,0,1,0,0
112,國立政治大學,學士班(日間),7,1,0,3,1,0,2,0,0
112,國立政治大學,學士班(日間),10,5,0,2,3,0,0,0,0
112,國立政治大學,學士班(日間),14,3,0,5,4,0,2,0,0
112,國立政治大學,學士班(日間),10,7,0,3,0,0,0,0,0
112,國立政治大學,學士班(日間),9,3,0,4,2,0,0,0,0
112,國立政治大學,學士班(日間),6,3,0,0,0,0,3,0,0
112,國立政治大學,學士班(日間),28,3,0,9,4,0,10,2,0
112,國立政治大學,學士班(日間),7,2,0,2,0,0,3,0,0
112,國立政治大學,學士班(日間),13,2,0,2,0,0,9,0,0
112,國立政治大學,學士班(日間),12,4,0,4,3,0,1,0,0
112,國立政治大學,學士班(日間),22,7,0,6,3,0,6,0,0
112,國立政治大學,學士班(日間),3,0,0,1,1,0,1,0,0
112,國立政治大學,學士班(日間),21,2,0,1,5,0,13,0,0
112,國立政治大學,學士班(日間),5,3,0,1,0,0,1,0,0
112,國立政治大學,學士班(日間),10,0,0,4,4,0,2,0,0
112,國立政治大學,學士班(日間),10,0,0,1,1,0,8,0,0
112,國立政治大學,學士班(日間),36,2,0,9,4,0,21,0,0
112,國立政治大學,學士班(日間),7,4,0,1,2,0,0,0,0
112,國立政治大學,學士班(日間),20,3,0,6,4,0,7,0,0
112,國立政治大學,學士班(日間),2,0,0,1,1,0,0,0,0
112,國立政治大學,學士班(日間),5,2,0,1,1,0,1,0,0
112,國立政治大學,學士班(日間),7,1,0,5,1,0,0,0,0
112,國立政治大學,學士班(日間),30,10,0,3,8,0,6,3,0
112,國立政治大學,學士班(日間),15,9,0,4,1,0,1,0,0
112,國立政治大學,學士班(日間),14,6,0,2,4,0,2,0,0
112,國立政治大學,學士班(日間),7,3,0,0,3,0,1,0,0
112,國立政治大學,學士班(日間),12,2,0,4,2,0,4,0,0
112,國立政治大學,學士班(日間),6,0,0,2,4,0,0,0,0
112,國立政治大學,學士班(日間),13,4,0,5,3,0,1,0,0
112,國立政治大學,學士班(日間),10,5,0,4,1,0,0,0,0
112,國立政治大學,學士班(日間),14,6,0,4,1,0,2,1,0
112,國立政治大學,學士班(日間),9,7,0,2,0,0,0,0,0
112,國立政治大學,學士班(日間),19,2,0,8,6,0,3,0,0
112,國立政治大學,學士班(日間),18,15,0,1,1,0,1,0,0
112,國立政治大學,學士班(日間),7,3,0,1,1,0,2,0,0
112,國立政治大學,學士班(日間),15,7,0,6,2,0,0,0,0
112,國立政治大學,學士班(日間),20,2,0,5,9,0,4,0,0
112,國立政治大學,學士班(日間),4,0,0,2,1,0,1,0,0
112,國立政治大學,學士班(日間),12,5,0,2,1,0,4,0,0
112,國立政治大學,學士班(日間),14,12,0,2,0,0,0,0,0
112,國立政治大學,學士班(日間),11,6,0,3,1,0,1,0,0
112,國立政治大學,學士班(日間),8,4,0,4,0,0,0,0,0
112,國立政治大學,學士班(日間),6,2,0,1,1,0,2,0,0
112,國立政治大學,學士班(日間),9,4,0,3,1,0,1,0,0
112,國立政治大學,學士班(日間),9,5,0,2,1,0,1,0,0
112,國立政治大學,學士班(日間),9,8,0,1,0,0,0,0,0
112,國立政治大學,學士班(日間),12,4,0,5,2,0,1,0,0
112,國立政治大學,學士班(日間),7,4,0,1,1,0,1,0,0
112,國立政治大學,學士班(日間),8,3,0,2,3,0,0,0,0
112,國立政治大學,學士班(日間),11,6,0,1,1,0,3,0,0
112,國立政治大學,學士班(日間),21,4,0,4,6,0,7,0,0
112,國立政治大學,學士班(日間),2,1,0,1,0,0,0,0,0
112,國立政治大學,學士班(日間),8,0,0,4,2,0,2,0,0
112,國立政治大學,學士班(日間),19,14,0,2,2,0,1,0,0
112,國立政治大學,學士班(日間),14,3,0,6,2,0,3,0,0
112,國立政治大學,學士班(日間),11,2,0,3,3,0,3,0,0
112,國立政治大學,學士班(日間),32,4,0,15,5,0,8,0,0
112,國立政治大學,學士班(日間),8,4,0,3,1,0,0,0,0
112,國立政治大學,學士班(日間),24,6,0,8,5,0,5,0,0
112,國立政治大學,學士班(日間),16,12,0,2,2,0,0,0,0
112,國立政治大學,學士班(日間),6,3,0,2,1,0,0,0,0
112,國立政治大學,學士班(日間),9,5,0,2,1,0,1,0,0
112,國立政治大學,學士班(日間),4,0,0,3,0,0,1,0,0
112,國立政治大學,學士班(日間),9,5,0,2,2,0,0,0,0
112,國立政治大學,學士班(日間),6,3,0,3,0,0,0,0,0
112,國立政治大學,學士班(日間),7,3,0,3,1,0,0,0,0
112,國立政治大學,學士班(日間),1,0,0,1,0,0,0,0,0
112,國立清華大學,學士班(日間),3,0,0,0,0,0,0,3,0
112,國立清華大學,學士班(日間),8,2,0,3,0,0,0,1,2
