學年度,學校名稱,學制班別(日間),申請延長修業年限因素之學生人數-小計,申請延長修業年限因素之學生人數-因畢業學分未修滿因素,申請延長修業年限因素之學生人數-因未通過畢業門檻(條件)因素,申請延長修業年限因素之學生人數-因修讀雙主修因素,申請延長修業年限因素之學生人數-因修讀輔系因素,申請延長修業年限因素之學生人數-因修讀跨校學位因素,申請延長修業年限因素之學生人數-因出國學習因素,申請延長修業年限因素之學生人數-因修讀教育學程(學分學程)因素,申請延長修業年限因素之學生人數-其他因素
107,國立清華大學,學士班(日間),2,2,0,0,0,0,0,0,0
107,國立清華大學,學士班(日間),22,10,0,1,2,0,0,0,9
107,國立清華大學,學士班(日間),1,0,0,0,0,0,0,0,1
107,國立清華大學,學士班(日間),7,2,0,0,0,0,0,1,4
107,國立清華大學,學士班(日間),1,0,0,0,0,0,0,0,1
107,國立清華大學,學士班(日間),17,10,0,0,4,0,0,0,3
107,國立清華大學,學士班(日間),3,0,0,0,1,0,0,1,1
107,國立清華大學,學士班(日間),5,4,0,0,1,0,0,0,0
107,國立清華大學,學士班(日間),1,0,0,0,1,0,0,0,0
107,國立清華大學,學士班(日間),30,17,2,0,0,0,0,0,11
107,國立清華大學,學士班(日間),2,0,0,0,1,0,1,0,0
107,國立清華大學,學士班(日間),6,1,0,0,0,0,0,0,5
107,國立清華大學,學士班(日間),1,0,0,0,0,0,0,0,1
107,國立清華大學,學士班(日間),16,8,2,0,0,0,3,0,3
107,國立清華大學,學士班(日間),3,0,0,0,1,0,1,0,1
107,國立清華大學,學士班(日間),12,4,1,0,0,0,1,0,6
107,國立清華大學,學士班(日間),21,7,0,1,1,0,2,0,10
107,國立清華大學,學士班(日間),1,0,0,0,0,0,0,0,1
107,國立清華大學,學士班(日間),3,1,1,0,0,0,0,0,1
107,國立清華大學,學士班(日間),25,12,3,0,1,0,0,0,9
107,國立清華大學,學士班(日間),2,1,0,0,1,0,0,0,0
107,國立清華大學,學士班(日間),10,4,1,0,3,0,1,0,1
107,國立清華大學,學士班(日間),2,1,0,1,0,0,0,0,0
107,國立清華大學,學士班(日間),7,5,1,0,0,0,0,0,1
107,國立清華大學,學士班(日間),3,0,0,0,0,0,2,0,1
107,國立清華大學,學士班(日間),1,1,0,0,0,0,0,0,0
107,國立清華大學,學士班(日間),4,1,0,0,0,0,0,0,3
107,國立清華大學,學士班(日間),3,2,0,0,0,0,0,0,1
107,國立清華大學,學士班(日間),4,2,1,0,0,0,0,0,1
107,國立清華大學,學士班(日間),2,0,0,1,0,0,0,0,1
107,國立臺灣大學,學士班(日間),15,10,0,1,2,0,2,0,0
107,國立臺灣大學,學士班(日間),11,3,0,3,2,0,3,0,0
107,國立臺灣大學,學士班(日間),10,6,0,1,2,0,0,0,1
107,國立臺灣大學,學士班(日間),13,6,0,2,3,0,2,0,0
107,國立臺灣大學,學士班(日間),10,7,0,1,0,0,2,0,0
107,國立臺灣大學,學士班(日間),8,7,0,0,0,0,0,0,1
107,國立臺灣大學,學士班(日間),10,10,0,0,0,0,0,0,0
107,國立臺灣大學,學士班(日間),5,5,0,0,0,0,0,0,0
107,國立臺灣大學,學士班(日間),13,10,0,1,0,0,1,0,1
107,國立臺灣大學,學士班(日間),53,31,0,0,5,0,13,0,4
107,國立臺灣大學,學士班(日間),8,2,0,1,2,0,3,0,0
107,國立臺灣大學,學士班(日間),30,6,0,6,8,0,8,0,2
107,國立臺灣大學,學士班(日間),9,8,0,1,0,0,0,0,0
107,國立臺灣大學,學士班(日間),30,22,0,1,0,0,0,0,7
107,國立臺灣大學,學士班(日間),29,11,0,5,6,0,6,0,1
107,國立臺灣大學,學士班(日間),21,10,0,1,2,0,7,0,1
107,國立臺灣大學,學士班(日間),37,24,0,0,0,0,9,0,4
107,國立臺灣大學,學士班(日間),48,32,0,0,1,0,9,0,6
107,國立臺灣大學,學士班(日間),9,5,0,1,0,0,2,0,1
107,國立臺灣大學,學士班(日間),14,5,0,1,0,0,5,0,3
107,國立臺灣大學,學士班(日間),9,9,0,0,0,0,0,0,0
107,國立臺灣大學,學士班(日間),15,9,0,4,0,0,2,0,0
107,國立臺灣大學,學士班(日間),12,6,0,1,2,0,0,0,3
107,國立臺灣大學,學士班(日間),7,3,0,0,1,0,3,0,0
107,國立臺灣大學,學士班(日間),1,1,0,0,0,0,0,0,0
107,國立臺灣大學,學士班(日間),12,3,0,2,2,0,4,0,1
107,國立臺灣大學,學士班(日間),15,11,0,3,0,0,1,0,0
107,國立臺灣大學,學士班(日間),15,7,0,2,1,0,4,0,1
107,國立臺灣大學,學士班(日間),26,9,0,9,2,0,3,0,3
107,國立臺灣大學,學士班(日間),23,10,0,4,4,0,3,0,2
107,國立臺灣大學,學士班(日間),15,9,0,0,2,0,2,0,2
107,國立臺灣大學,學士班(日間),23,13,0,0,2,0,6,0,2
107,國立臺灣大學,學士班(日間),13,5,0,1,1,0,4,0,2
107,國立臺灣大學,學士班(日間),16,8,0,2,3,0,2,0,1
107,國立臺灣大學,學士班(日間),16,11,0,3,1,0,0,0,1
107,國立臺灣大學,學士班(日間),17,10,0,4,1,0,2,0,0
107,國立臺灣大學,學士班(日間),6,4,0,0,1,0,0,0,1
107,國立臺灣大學,學士班(日間),5,2,0,1,0,0,1,0,1
107,國立臺灣大學,學士班(日間),6,6,0,0,0,0,0,0,0
107,國立臺灣大學,學士班(日間),2,1,0,0,0,0,1,0,0
107,國立臺灣大學,學士班(日間),5,3,0,0,0,0,0,0,2
107,國立臺灣大學,學士班(日間),11,7,0,2,1,0,0,0,1
107,國立臺灣大學,學士班(日間),3,2,0,0,0,0,0,0,1
107,國立臺灣大學,學士班(日間),11,6,0,1,2,0,2,0,0
107,國立臺灣大學,學士班(日間),4,2,0,2,0,0,0,0,0
107,國立臺灣大學,學士班(日間),6,4,0,0,2,0,0,0,0
107,國立臺灣大學,學士班(日間),3,2,0,1,0,0,0,0,0
107,國立臺灣大學,學士班(日間),12,5,0,3,4,0,0,0,0
107,國立臺灣大學,學士班(日間),2,1,0,0,0,0,0,0,1
107,國立臺灣大學,學士班(日間),12,11,0,0,0,0,0,0,1
107,國立臺灣大學,學士班(日間),1,1,0,0,0,0,0,0,0
107,國立臺灣大學,學士班(日間),14,13,0,0,0,0,0,0,1
107,國立臺灣大學,學士班(日間),3,3,0,0,0,0,0,0,0
107,國立臺灣大學,學士班(日間),36,30,0,0,1,0,3,0,2
107,國立臺灣大學,學士班(日間),5,3,0,0,2,0,0,0,0
107,國立臺灣大學,學士班(日間),15,12,0,0,0,0,1,0,2
107,國立臺灣大學,學士班(日間),4,4,0,0,0,0,0,0,0
107,國立臺灣大學,學士班(日間),12,12,0,0,0,0,0,0,0
107,國立臺灣大學,學士班(日間),2,2,0,0,0,0,0,0,0
107,國立臺灣大學,學士班(日間),59,57,0,1,0,0,0,0,1
107,國立臺灣大學,學士班(日間),8,8,0,0,0,0,0,0,0
107,國立臺灣大學,學士班(日間),40,30,0,5,1,0,1,0,3
107,國立臺灣大學,學士班(日間),2,1,0,1,0,0,0,0,0
107,國立臺灣大學,學士班(日間),11,9,0,2,0,0,0,0,0
107,國立臺灣大學,學士班(日間),2,1,0,1,0,0,0,0,0
107,國立臺灣大學,學士班(日間),8,8,0,0,0,0,0,0,0
107,國立臺灣大學,學士班(日間),30,23,0,3,2,0,1,0,1
107,國立臺灣大學,學士班(日間),8,6,0,0,2,0,0,0,0
107,國立臺灣大學,學士班(日間),7,1,0,5,0,0,1,0,0
107,國立臺灣大學,學士班(日間),5,3,0,0,2,0,0,0,0
107,國立臺灣大學,學士班(日間),5,3,0,1,0,0,0,0,1
107,國立臺灣大學,學士班(日間),5,2,0,1,1,0,0,0,1
107,國立臺灣大學,學士班(日間),4,4,0,0,0,0,0,0,0
107,國立臺灣大學,學士班(日間),3,3,0,0,0,0,0,0,0
107,國立臺灣大學,學士班(日間),16,13,0,1,1,0,1,0,0
107,國立臺灣大學,學士班(日間),5,4,0,1,0,0,0,0,0
107,國立臺灣大學,學士班(日間),4,4,0,0,0,0,0,0,0
107,國立臺灣大學,學士班(日間),8,7,0,0,0,0,0,0,1
107,國立臺灣大學,學士班(日間),4,4,0,0,0,0,0,0,0
107,國立臺灣大學,學士班(日間),6,3,0,1,1,0,1,0,0
107,國立臺灣大學,學士班(日間),12,7,0,1,1,0,1,0,2
107,國立臺灣大學,學士班(日間),14,8,0,0,1,0,4,0,1
107,國立臺灣大學,學士班(日間),1,0,0,0,1,0,0,0,0
107,國立臺灣大學,學士班(日間),4,3,0,0,1,0,0,0,0
107,國立臺灣大學,學士班(日間),12,6,0,0,3,0,1,0,2
107,國立臺灣大學,學士班(日間),9,2,0,4,1,0,0,0,2
107,國立臺灣大學,學士班(日間),9,9,0,0,0,0,0,0,0
107,國立臺灣大學,學士班(日間),15,15,0,0,0,0,0,0,0
107,國立臺灣大學,學士班(日間),4,4,0,0,0,0,0,0,0
107,國立臺灣大學,學士班(日間),1,0,0,0,0,0,1,0,0
107,國立臺灣大學,學士班(日間),19,17,0,0,1,0,1,0,0
107,國立臺灣大學,學士班(日間),2,1,0,1,0,0,0,0,0
107,國立臺灣大學,學士班(日間),3,3,0,0,0,0,0,0,0
107,國立臺灣大學,學士班(日間),7,7,0,0,0,0,0,0,0
107,國立臺灣大學,學士班(日間),3,3,0,0,0,0,0,0,0
107,國立臺灣大學,學士班(日間),2,2,0,0,0,0,0,0,0
107,國立臺灣大學,學士班(日間),3,2,0,0,0,0,0,0,1
107,國立臺灣大學,學士班(日間),9,8,0,1,0,0,0,0,0
107,國立臺灣大學,學士班(日間),4,4,0,0,0,0,0,0,0
107,國立臺灣大學,學士班(日間),6,1,0,1,0,0,4,0,0
107,國立臺灣大學,學士班(日間),5,4,0,0,0,0,0,0,1
107,國立臺灣大學,學士班(日間),6,3,0,1,1,0,0,0,1
107,國立臺灣大學,學士班(日間),3,2,0,0,1,0,0,0,0
107,國立臺灣大學,學士班(日間),2,1,0,0,0,0,1,0,0
107,國立臺灣大學,學士班(日間),15,8,0,1,1,0,4,0,1
107,國立臺灣師範大學,學士班(日間),2,0,1,1,0,0,0,0,0
107,國立臺灣師範大學,學士班(日間),14,2,6,3,2,0,0,1,0
107,國立臺灣師範大學,學士班(日間),1,1,0,0,0,0,0,0,0
107,國立臺灣師範大學,學士班(日間),6,6,0,0,0,0,0,0,0
107,國立臺灣師範大學,學士班(日間),9,8,0,1,0,0,0,0,0
107,國立臺灣師範大學,學士班(日間),12,8,3,0,1,0,0,0,0
107,國立臺灣師範大學,學士班(日間),2,2,0,0,0,0,0,0,0
107,國立臺灣師範大學,學士班(日間),15,12,0,0,1,0,0,2,0
107,國立臺灣師範大學,學士班(日間),4,4,0,0,0,0,0,0,0
107,國立臺灣師範大學,學士班(日間),7,5,1,1,0,0,0,0,0
107,國立臺灣師範大學,學士班(日間),3,3,0,0,0,0,0,0,0
107,國立臺灣師範大學,學士班(日間),26,21,4,1,0,0,0,0,0
107,國立臺灣師範大學,學士班(日間),15,10,2,0,0,0,0,3,0
107,國立臺灣師範大學,學士班(日間),3,2,0,0,0,0,0,1,0
107,國立臺灣師範大學,學士班(日間),9,8,0,0,0,0,0,1,0
107,國立臺灣師範大學,學士班(日間),4,4,0,0,0,0,0,0,0
107,國立臺灣師範大學,學士班(日間),4,3,1,0,0,0,0,0,0
107,國立臺灣師範大學,學士班(日間),1,1,0,0,0,0,0,0,0
107,國立臺灣師範大學,學士班(日間),2,2,0,0,0,0,0,0,0
107,國立臺灣師範大學,學士班(日間),8,7,1,0,0,0,0,0,0
107,國立臺灣師範大學,學士班(日間),1,1,0,0,0,0,0,0,0
107,國立臺灣師範大學,學士班(日間),8,8,0,0,0,0,0,0,0
107,國立臺灣師範大學,學士班(日間),10,8,2,0,0,0,0,0,0
107,國立臺灣師範大學,學士班(日間),9,8,1,0,0,0,0,0,0
107,國立臺灣師範大學,學士班(日間),15,13,2,0,0,0,0,0,0
107,國立臺灣師範大學,學士班(日間),8,4,0,1,0,0,0,3,0
107,國立臺灣師範大學,學士班(日間),6,6,0,0,0,0,0,0,0
107,國立臺灣師範大學,學士班(日間),26,25,0,0,0,0,0,1,0
107,國立臺灣師範大學,學士班(日間),10,10,0,0,0,0,0,0,0
107,國立臺灣師範大學,學士班(日間),19,16,0,2,0,0,0,1,0
107,國立臺灣師範大學,學士班(日間),3,1,1,0,1,0,0,0,0
107,國立臺灣師範大學,學士班(日間),9,7,1,1,0,0,0,0,0
107,國立臺灣師範大學,學士班(日間),9,9,0,0,0,0,0,0,0
107,國立臺灣師範大學,學士班(日間),37,30,2,1,1,0,0,3,0
107,國立臺灣師範大學,學士班(日間),3,2,0,0,0,0,0,1,0
107,國立臺灣師範大學,學士班(日間),4,3,1,0,0,0,0,0,0
107,國立臺灣師範大學,學士班(日間),11,8,1,0,1,0,0,1,0
107,國立臺灣師範大學,學士班(日間),7,5,1,0,0,0,0,1,0
107,國立臺灣師範大學,學士班(日間),3,1,2,0,0,0,0,0,0
107,國立臺灣師範大學,學士班(日間),4,1,1,2,0,0,0,0,0
107,國立臺灣師範大學,學士班(日間),2,2,0,0,0,0,0,0,0
107,國立臺灣師範大學,學士班(日間),4,3,0,0,0,0,0,1,0
107,國立臺灣師範大學,學士班(日間),5,3,2,0,0,0,0,0,0
107,國立臺灣師範大學,學士班(日間),5,3,2,0,0,0,0,0,0
107,國立臺灣師範大學,學士班(日間),9,8,1,0,0,0,0,0,0
107,國立臺灣師範大學,學士班(日間),3,1,0,1,0,0,0,1,0
107,國立臺灣師範大學,學士班(日間),9,7,0,1,1,0,0,0,0
107,國立臺灣師範大學,學士班(日間),7,6,0,1,0,0,0,0,0
107,國立臺灣師範大學,學士班(日間),8,7,0,0,1,0,0,0,0
107,國立臺灣師範大學,學士班(日間),4,3,1,0,0,0,0,0,0
107,國立臺灣師範大學,學士班(日間),16,15,0,0,0,0,0,1,0
107,國立臺灣師範大學,學士班(日間),1,1,0,0,0,0,0,0,0
107,國立臺灣師範大學,學士班(日間),30,27,0,1,0,0,0,2,0
107,國立臺灣師範大學,學士班(日間),7,5,0,0,0,0,0,2,0
107,國立臺灣師範大學,學士班(日間),11,11,0,0,0,0,0,0,0
107,國立臺灣師範大學,學士班(日間),3,3,0,0,0,0,0,0,0
107,國立臺灣師範大學,學士班(日間),8,8,0,0,0,0,0,0,0
107,國立臺灣師範大學,學士班(日間),1,1,0,0,0,0,0,0,0
107,國立臺灣師範大學,學士班(日間),10,9,1,0,0,0,0,0,0
107,國立臺灣師範大學,學士班(日間),10,10,0,0,0,0,0,0,0
107,國立臺灣師範大學,學士班(日間),9,6,0,0,0,0,0,3,0
107,國立成功大學,學士班(日間),17,14,2,1,0,0,0,0,0
107,國立成功大學,學士班(日間),5,5,0,0,0,0,0,0,0
107,國立成功大學,學士班(日間),13,12,0,0,1,0,0,0,0
107,國立成功大學,學士班(日間),10,6,0,1,1,0,2,0,0
107,國立成功大學,學士班(日間),7,4,1,0,1,0,1,0,0
107,國立成功大學,學士班(日間),5,1,0,1,1,0,2,0,0
107,國立成功大學,學士班(日間),3,2,0,1,0,0,0,0,0
107,國立成功大學,學士班(日間),10,7,0,0,1,0,2,0,0
107,國立成功大學,學士班(日間),6,6,0,0,0,0,0,0,0
107,國立成功大學,學士班(日間),13,3,0,5,2,0,3,0,0
107,國立成功大學,學士班(日間),9,6,0,2,1,0,0,0,0
107,國立成功大學,學士班(日間),5,2,0,3,0,0,0,0,0
107,國立成功大學,學士班(日間),5,4,0,1,0,0,0,0,0
107,國立成功大學,學士班(日間),10,6,1,1,2,0,0,0,0
107,國立成功大學,學士班(日間),11,8,0,2,0,0,0,1,0
107,國立成功大學,學士班(日間),4,2,1,1,0,0,0,0,0
107,國立成功大學,學士班(日間),3,3,0,0,0,0,0,0,0
107,國立成功大學,學士班(日間),4,4,0,0,0,0,0,0,0
107,國立成功大學,學士班(日間),7,6,0,0,0,0,1,0,0
107,國立成功大學,學士班(日間),10,2,0,2,0,0,6,0,0
107,國立成功大學,學士班(日間),7,6,0,0,1,0,0,0,0
107,國立成功大學,學士班(日間),1,1,0,0,0,0,0,0,0
107,國立成功大學,學士班(日間),7,4,0,2,1,0,0,0,0
107,國立成功大學,學士班(日間),4,3,0,1,0,0,0,0,0
107,國立成功大學,學士班(日間),3,3,0,0,0,0,0,0,0
107,國立成功大學,學士班(日間),3,2,0,1,0,0,0,0,0
107,國立成功大學,學士班(日間),3,3,0,0,0,0,0,0,0
107,國立成功大學,學士班(日間),4,4,0,0,0,0,0,0,0
107,國立成功大學,學士班(日間),8,2,0,4,0,0,0,0,2
107,國立成功大學,學士班(日間),1,0,0,1,0,0,0,0,0
107,國立成功大學,學士班(日間),10,8,0,2,0,0,0,0,0
107,國立成功大學,學士班(日間),1,1,0,0,0,0,0,0,0
107,國立成功大學,學士班(日間),11,10,0,1,0,0,0,0,0
107,國立成功大學,學士班(日間),2,0,0,2,0,0,0,0,0
107,國立成功大學,學士班(日間),3,2,0,0,0,0,1,0,0
107,國立成功大學,學士班(日間),4,4,0,0,0,0,0,0,0
107,國立成功大學,學士班(日間),25,19,4,1,0,0,1,0,0
107,國立成功大學,學士班(日間),2,1,0,0,0,0,1,0,0
107,國立成功大學,學士班(日間),23,21,2,0,0,0,0,0,0
107,國立成功大學,學士班(日間),3,2,0,0,0,0,1,0,0
107,國立成功大學,學士班(日間),4,4,0,0,0,0,0,0,0
107,國立成功大學,學士班(日間),7,4,0,0,3,0,0,0,0
107,國立成功大學,學士班(日間),1,1,0,0,0,0,0,0,0
107,國立成功大學,學士班(日間),12,8,1,2,1,0,0,0,0
107,國立成功大學,學士班(日間),2,1,1,0,0,0,0,0,0
107,國立成功大學,學士班(日間),5,4,0,1,0,0,0,0,0
107,國立成功大學,學士班(日間),3,3,0,0,0,0,0,0,0
107,國立成功大學,學士班(日間),35,35,0,0,0,0,0,0,0
107,國立成功大學,學士班(日間),1,1,0,0,0,0,0,0,0
107,國立成功大學,學士班(日間),9,9,0,0,0,0,0,0,0
107,國立成功大學,學士班(日間),9,8,1,0,0,0,0,0,0
107,國立成功大學,學士班(日間),1,0,0,0,0,0,0,0,1
107,國立成功大學,學士班(日間),17,16,0,1,0,0,0,0,0
107,國立成功大學,學士班(日間),2,1,0,1,0,0,0,0,0
107,國立成功大學,學士班(日間),3,2,0,1,0,0,0,0,0
107,國立成功大學,學士班(日間),5,2,1,0,0,0,2,0,0
107,國立成功大學,學士班(日間),4,3,0,0,1,0,0,0,0
107,國立成功大學,學士班(日間),2,1,0,1,0,0,0,0,0
107,國立成功大學,學士班(日間),3,2,1,0,0,0,0,0,0
107,國立成功大學,學士班(日間),10,8,1,0,0,0,1,0,0
107,國立成功大學,學士班(日間),13,12,0,0,0,0,1,0,0
107,國立成功大學,學士班(日間),9,7,2,0,0,0,0,0,0
107,國立成功大學,學士班(日間),2,2,0,0,0,0,0,0,0
107,國立成功大學,學士班(日間),16,11,2,1,2,0,0,0,0
107,國立成功大學,學士班(日間),2,1,0,0,1,0,0,0,0
107,國立成功大學,學士班(日間),4,4,0,0,0,0,0,0,0
107,國立成功大學,學士班(日間),2,1,0,1,0,0,0,0,0
107,國立成功大學,學士班(日間),6,6,0,0,0,0,0,0,0
107,國立成功大學,學士班(日間),2,2,0,0,0,0,0,0,0
107,國立成功大學,學士班(日間),2,2,0,0,0,0,0,0,0
107,國立成功大學,學士班(日間),4,4,0,0,0,0,0,0,0
107,國立成功大學,學士班(日間),2,2,0,0,0,0,0,0,0
107,國立成功大學,學士班(日間),4,4,0,0,0,0,0,0,0
107,國立成功大學,學士班(日間),7,7,0,0,0,0,0,0,0
107,國立成功大學,學士班(日間),4,4,0,0,0,0,0,0,0
107,國立成功大學,學士班(日間),1,1,0,0,0,0,0,0,0
107,國立成功大學,學士班(日間),3,3,0,0,0,0,0,0,0
107,國立成功大學,學士班(日間),8,5,0,1,1,0,1,0,0
107,國立成功大學,學士班(日間),4,3,0,1,0,0,0,0,0
107,國立中興大學,學士班(日間),12,9,1,2,0,0,0,0,0
107,國立中興大學,學士班(日間),6,5,0,1,0,0,0,0,0
107,國立中興大學,學士班(日間),4,2,0,0,1,0,0,1,0
107,國立中興大學,學士班(日間),6,4,0,1,0,0,0,1,0
107,國立中興大學,學士班(日間),1,1,0,0,0,0,0,0,0
107,國立中興大學,學士班(日間),12,10,0,1,1,0,0,0,0
107,國立中興大學,學士班(日間),5,3,1,0,1,0,0,0,0
107,國立中興大學,學士班(日間),4,4,0,0,0,0,0,0,0
107,國立中興大學,學士班(日間),1,1,0,0,0,0,0,0,0
107,國立中興大學,學士班(日間),2,2,0,0,0,0,0,0,0
107,國立中興大學,學士班(日間),2,2,0,0,0,0,0,0,0
107,國立中興大學,學士班(日間),2,1,1,0,0,0,0,0,0
107,國立中興大學,學士班(日間),1,0,0,0,1,0,0,0,0
107,國立中興大學,學士班(日間),3,2,1,0,0,0,0,0,0
107,國立中興大學,學士班(日間),3,3,0,0,0,0,0,0,0
107,國立中興大學,學士班(日間),3,1,2,0,0,0,0,0,0
107,國立中興大學,學士班(日間),1,1,0,0,0,0,0,0,0
107,國立中興大學,學士班(日間),2,2,0,0,0,0,0,0,0
107,國立中興大學,學士班(日間),2,2,0,0,0,0,0,0,0
107,國立中興大學,學士班(日間),6,6,0,0,0,0,0,0,0
107,國立中興大學,學士班(日間),3,3,0,0,0,0,0,0,0
107,國立中興大學,學士班(日間),3,3,0,0,0,0,0,0,0
107,國立中興大學,學士班(日間),3,3,0,0,0,0,0,0,0
107,國立中興大學,學士班(日間),9,9,0,0,0,0,0,0,0
107,國立中興大學,學士班(日間),2,2,0,0,0,0,0,0,0
107,國立中興大學,學士班(日間),3,2,1,0,0,0,0,0,0
107,國立中興大學,學士班(日間),7,7,0,0,0,0,0,0,0
107,國立中興大學,學士班(日間),2,2,0,0,0,0,0,0,0
107,國立中興大學,學士班(日間),25,23,2,0,0,0,0,0,0
107,國立中興大學,學士班(日間),3,3,0,0,0,0,0,0,0
107,國立中興大學,學士班(日間),7,7,0,0,0,0,0,0,0
107,國立中興大學,學士班(日間),1,1,0,0,0,0,0,0,0
107,國立中興大學,學士班(日間),8,8,0,0,0,0,0,0,0
107,國立中興大學,學士班(日間),1,1,0,0,0,0,0,0,0
107,國立中興大學,學士班(日間),5,5,0,0,0,0,0,0,0
107,國立中興大學,學士班(日間),2,2,0,0,0,0,0,0,0
107,國立中興大學,學士班(日間),3,3,0,0,0,0,0,0,0
107,國立中興大學,學士班(日間),2,2,0,0,0,0,0,0,0
107,國立中興大學,學士班(日間),1,1,0,0,0,0,0,0,0
107,國立中興大學,學士班(日間),12,11,1,0,0,0,0,0,0
107,國立中興大學,學士班(日間),14,13,1,0,0,0,0,0,0
107,國立中興大學,學士班(日間),3,3,0,0,0,0,0,0,0
107,國立中興大學,學士班(日間),10,10,0,0,0,0,0,0,0
107,國立中興大學,學士班(日間),1,1,0,0,0,0,0,0,0
107,國立中興大學,學士班(日間),2,2,0,0,0,0,0,0,0
107,國立中興大學,學士班(日間),5,4,0,1,0,0,0,0,0
107,國立中興大學,學士班(日間),3,3,0,0,0,0,0,0,0
107,國立中興大學,學士班(日間),1,1,0,0,0,0,0,0,0
107,國立中興大學,學士班(日間),10,10,0,0,0,0,0,0,0
107,國立中興大學,學士班(日間),4,4,0,0,0,0,0,0,0
107,國立中興大學,學士班(日間),4,4,0,0,0,0,0,0,0
107,國立中興大學,學士班(日間),5,5,0,0,0,0,0,0,0
107,國立中興大學,學士班(日間),4,4,0,0,0,0,0,0,0
107,國立中興大學,學士班(日間),2,2,0,0,0,0,0,0,0
107,國立中興大學,學士班(日間),4,3,1,0,0,0,0,0,0
107,國立中興大學,學士班(日間),16,14,0,1,1,0,0,0,0
107,國立中興大學,學士班(日間),3,2,0,0,1,0,0,0,0
107,國立中興大學,學士班(日間),1,1,0,0,0,0,0,0,0
107,國立中興大學,學士班(日間),4,3,0,1,0,0,0,0,0
107,國立中興大學,學士班(日間),3,3,0,0,0,0,0,0,0
107,國立中興大學,學士班(日間),2,2,0,0,0,0,0,0,0
107,國立中興大學,學士班(日間),5,5,0,0,0,0,0,0,0
107,國立中興大學,學士班(日間),5,5,0,0,0,0,0,0,0
107,國立中興大學,學士班(日間),5,5,0,0,0,0,0,0,0
107,國立中興大學,學士班(日間),2,2,0,0,0,0,0,0,0
107,國立陽明交通大學,學士班(日間),2,2,0,0,0,0,0,0,0
